name,status,description,start_date,end_date,requirements,funding,contact,url
Améliorer la sécurité aux frontières,open,"L'appel à projet vise à améliorer la sécurité aux frontières de l'Union européenne. Il est ouvert dans le cadre du programme Horizon Europe et concerne différents domaines tels que l'interopérabilité pour la surveillance des frontières, la gestion des documents d'identité, le contrôle intégré aux frontières basé sur les risques liés à la sécurité publique et la détection des marchandises illégales et faisant l'objet de trafic. Le budget alloué à chaque domaine est de 6 millions d'euros. Différentes catégories de projets sont éligibles, notamment les projets de recherche et d'innovation, les projets pilotes, les actions de coordination et de soutien, et les bourses individuelles. Les projets doivent impliquer au moins deux autorités de garde-frontières ou de garde-côtes d'États membres de l'UE ou de pays associés.",NA,20 November 2024,"- Improve border security
- Budget for each topic: 6 million euro
- Eligible project categories: RIA, IA, CSA, MSCA
- Expected beneficiaries: collaborative projects, single-beneficiary projects, individual scholarships
- At least 2 border or coast guard authorities from different EU member states or associated countries are required
- Topics: interoperability for border and maritime surveillance, easy management of identity documents and travel documents, integrated risk-based border control, detection and tracking of illegal and trafficked goods",24,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/ameliorer-la-securite-aux-frontieres
Accroître la maturité des algorithmes cryptographiques post-quantiques actuels,open,"L'appel à projet vise à accroître la maturité des algorithmes cryptographiques post-quantiques actuels et à contribuer à une normalisation plus poussée. Le budget pour les différentes catégories de projets est détaillé dans le texte. Les bénéficiaires attendus peuvent être des projets collaboratifs, mono-bénéficiaires ou des bourses individuelles. Deux topics sont ouverts : Approches et outils pour la sécurité dans le développement et l'évaluation des logiciels et du matériel informatique, et Transition vers la cryptographie post-quantique.",NA,20 November 2024,"- Accroître la maturité des algorithmes cryptographiques post-quantiques actuels
- Contribuer à une normalisation plus poussée
- Développement et adoption de technologies dans le domaine de la cybersécurité
- Transition vers la cryptographie post-quantique
- Approches et outils pour la sécurité dans le développement et l'évaluation des logiciels et du matériel informatique",NaN,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/accroitre-la-maturite-des-algorithmes-cryptographiques-post-quantiques-actuels
Réseaux doctoraux MSCA 2024,open,"Horizon Europe is launching an call for proposals to implement doctoral programs through partnerships between universities, research institutions, companies, and other socio-economic actors from different countries in Europe and elsewhere. The projects can fall into different categories, such as Research and Innovation Actions, Innovation Actions, Coordination and Support Actions, and Marie Skłodowska-Curie Actions. The total funding available for these projects is €451.15 million. The deadline for submitting proposals is November 27, 2024.",NA,27 November 2024,"- Mettre en œuvre des programmes de doctorat
- Partenariats d'universités, d'institutions de recherche et d'infrastructures de recherche, d'entreprises, y compris de PME, et d'autres acteurs socio-économiques
- Projets collaboratifs ou mono-bénéficiaires
- Financement de 451,15 millions d'euros
- Catégories de projets éligibles : RIA, IA, CSA, MSCA
- Appels à propositions liés à des thématiques ou secteurs précis
- Candidature reliée à un topic d'un appel à propositions",45115,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/mettre-en-oeuvre-des-programmes-de-doctorat
Horizon Europe - MSCA Staff Exchanges 2024,open,"L'appel à projet vise à promouvoir une collaboration internationale, intersectorielle et interdisciplinaire innovante dans le domaine de la recherche et de l'innovation. Il s'inscrit dans le programme Horizon Europe - 1.2 Actions Marie Sklodowska-Curie pour la période 2021-2027. Le projet comprend des échanges de personnel et le partage de connaissances et d'idées à toutes les étapes de la chaîne d'innovation. Il bénéficie d'un budget de 81,23 millions d'euros. Différentes catégories de projets sont éligibles, telles que la recherche basique et appliquée, le développement technologique, les essais et validations en laboratoire, les prototypes, les tests, les démonstrations, les projets pilotes et le placement sur le marché. Les bénéficiaires peuvent être des projets collaboratifs avec un consortium, des projets mono-bénéficiaires ou des individus avec leurs établissements de rattachement.",NA,05 March 2025,"- Promote international, intersectoral, and interdisciplinary collaboration in research and innovation.
- Exchange of personnel and sharing of knowledge and ideas throughout the innovation chain.
- Funding amount of 81.23 million euros.
- Eligible project categories include Research and Innovation Actions, Innovation Actions, Coordination and Support Actions, and Marie Skłodowska-Curie Actions.
- Expected beneficiaries include collaborative projects, single-beneficiary projects, and individual fellowships.
- The project must be directly related to a specific topic of a call for proposals.
- The project should focus on basic and applied research, development and adoption of technologies, testing and validation of prototypes in the laboratory, prototypes, tests, demonstrations, pilot projects, and market placement.
- The project can also involve networking, studies and conferences, communication, and studies for new research infrastructures.
- The project can include training networks for researchers, individual fellowships for experienced researchers, and mobility for researchers and non-scientific staff.",8123,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/promouvoir-une-collaboration-internationale-intersectorielle-et-interdisciplinaire-0
Promouvoir les jumelages de villes,open,"L'appel à projet vise à promouvoir les jumelages de villes dans le but de favoriser les échanges entre les citoyens de différents pays. Le projet permettra aux participants de découvrir la richesse et la diversité du patrimoine commun de l'Union européenne et de prendre conscience de leur contribution à un avenir commun. La subvention peut atteindre entre 8 455 et 50 745 euros par projet, avec un budget total de 4 millions d'euros. Les projets financés peuvent inclure des ateliers, des séminaires, des conférences, des activités de formation, des événements culturels, des collectes de données, etc. La durée de l'action peut varier entre 6 et 12 mois.",NA,20 September 2023,"- Promote exchanges between citizens of different countries through city twinning.
- Support projects that bring together a wide range of people from twinned cities, different socio-economic backgrounds, genders, and countries.
- Prioritize solidarity and debates.
- Fund activities such as workshops, seminars, conferences, training activities, expert meetings, webinars, awareness activities, cultural events, data collection and consultation, development and sharing of good practices, communication tools and social media use.
- The project duration should be between 6 and 12 months. 
- The total budget for the topic is 4 million euros, with a subsidy amount ranging from 8,455 to 50,745 euros per project.",4,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/promouvoir-les-jumelages-de-villes
Accroître les connaissances sur les cadres d'expérimentation pour tester les innovations,open,"L'appel à projet concerne l'accroissement des connaissances sur les cadres d'expérimentation pour tester les innovations, dans le cadre du programme Horizon Europe de l'Union européenne. Le budget alloué varie selon les différents topics, avec 4 millions d'euros pour chaque topic. Différentes catégories de projets sont éligibles, tels que les actions de recherche et d'innovation, les actions d'innovation, les actions de coordination et de soutien, ainsi que les actions de formation et d'échange pour les chercheurs. Les bénéficiaires attendus incluent des projets collaboratifs, des projets mono-bénéficiaires et des bourses individuelles.",NA,21 September 2023,"1. Accroître les connaissances sur les cadres d'expérimentation pour tester les innovations.
2. Le projet doit être directement relié à un topic d'un appel à propositions.
3. Différentes catégories de projets sont éligibles, telles que les RIA, les IA, les CSA et les MSCA.
4. Les appels précisent les bénéficiaires attendus, tels que les projets collaboratifs, les projets mono-bénéficiaires et les bourses individuelles.
5. Il y a deux topics disponibles : HORIZON-EIE-2023-CONNECT-02-02 (Services de conseil spécialisés pour renforcer les capacités en matière de marchés publics d'innovation) et HORIZON-EIE-2023-CONNECT-02-01 (Stimuler les pratiques d'expérimentation).",8,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/accroitre-les-connaissances-sur-les-cadres-dexperimentation-pour-tester-les
Projets d'action standard (PAS) pour l'atténuation du changement climatique et l'adaptation à ses effets.,open,"L'appel à projet vise à soutenir des projets d'action standard (PAS) pour l'atténuation du changement climatique et l'adaptation à ses effets. Le budget total de l'appel est de 66,350 millions d'euros, réparti entre différents thèmes et priorités. Les objectifs comprennent la transition vers une économie climatiquement neutre d'ici 2050 et la réduction des émissions de l'UE de 55 % d'ici 2030. Les actions financées incluent la réduction des émissions de gaz à effet de serre, l'utilisation des énergies renouvelables, la protection des infrastructures contre le changement climatique, etc. L'appel est ouvert et la durée initiale de l'action est de jusqu'à 10 ans.",NA,21 September 2023,"- Contribuer à une transition socialement juste et durable vers une économie climatiquement neutre d'ici 2050 et à la réalisation de l'objectif de réduction des émissions de l'UE pour 2030 d'au moins 55 % par rapport aux niveaux de 1990.
- Assurer des progrès continus dans l'amélioration de la capacité d'adaptation, le renforcement de la résilience et la réduction de la vulnérabilité au changement climatique.
- Réaliser la vision à long terme de la stratégie de l'UE en matière d'adaptation au changement climatique selon laquelle, en 2050, l'UE sera une société résiliente face au climat et pleinement adaptée aux effets inévitables du changement climatique.
- Améliorer la gouvernance en renforçant les capacités des acteurs publics et privés et la participation de la société civile.
- Rendre l'adaptation plus intelligente en améliorant les connaissances, en gérant l'incertitude et en informant les actions d'adaptation grâce à des données solides et des outils d'évaluation des risques accessibles à tous.
- Rendre l'adaptation plus systémique en intégrant des considérations de résilience climatique dans tous les domaines politiques pertinents.
- Rendre l'adaptation plus rapide en développant et déployant des solutions d'adaptation qui permettent de s'adapter plus rapidement et de manière plus complète.
- Les actions financées peuvent inclure la réduction des émissions de gaz à effet de serre, l'augmentation de la production et de l'utilisation d'énergies renouvelables, la gestion des terres et des mers, l'élaboration de politiques d'adaptation, la protection des infrastructures et des bâtiments, etc.",66350,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/soutenir-des-projets-daction-standard-pas-pour-lattenuation-du-changement-climatique
"HORIZON 2020 - (7.8) IET - CCI MOBILITÉ - TRANSPORT URBAIN INTELLIGENT, VERT ET INTÉGRÉ",NA,"L'appel à projet vise à soutenir les entreprises en phase de démarrage dans le domaine de la mobilité urbaine. Le but est de créer un nouveau paradigme pour les entreprises de mobilité afin de développer des produits, des services et des technologies dans tous les domaines du transport collectif, individuel et de marchandises. Les objectifs de cet appel sont de transformer le paysage européen de la mobilité urbaine, d'améliorer la qualité de vie dans les villes, d'atténuer le changement climatique, de créer des emplois et de renforcer le secteur européen de la mobilité urbaine. Les priorités de l'appel sont la création d'espaces urbains vivables, le comblement du déficit de connaissances, le déploiement de solutions de mobilité vertes et inclusives, l'accélération des débouchés commerciaux et la promotion de politiques efficaces et de changements de comportement. Budget total de l'appel : 3 millions d'euros.",NA,NA,"- Support startups in the mobility sector to develop products, services, and technologies in all areas, including collective, individual, and freight transport.
- Create a new paradigm for mobility companies.
- Transform the European urban mobility landscape.
- Improve the quality of life in cities.
- Mitigate and adapt to climate change.
- Create jobs and strengthen the European urban mobility sector.
- Prioritize creating livable urban spaces.
- Address the knowledge deficit.
- Deploy and develop green, safe, and inclusive mobility solutions for people and goods.
- Accelerate commercial opportunities.
- Promote effective policies and behavioral changes.",3,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/soutenir-les-entreprises-en-phase-de-demarrage
Démocratiser le monde de la recherche auprès des citoyens.,open,"Il s'agit d'un appel à projet de la Commission européenne visant à démocratiser le monde de la recherche auprès des citoyens. Le projet vise à améliorer les capacités de communication et les compétences pour interagir avec un public autre que celui de la recherche, notamment avec les élèves et les étudiants. Le budget alloué est de 15,42 millions d'euros. Les différentes catégories de projets éligibles sont les Research and Innovation Actions (RIA), les Innovation Actions (IA), les Coordination and Support Actions (CSA) et les Marie Skłodowska-Curie Actions (MSCA) / Bourses ERC. Les bénéficiaires peuvent être des projets collaboratifs, des projets mono-bénéficiaires ou des bourses individuelles. Le topic précis de l'appel n'est pas mentionné.",NA,25 October 2023,"- Démocratiser le monde de la recherche auprès des citoyens
- Améliorer les capacités de communication et les compétences pour interagir avec un public autre que celui de la recherche, notamment avec les élèves et les étudiants
- Recherche basique et appliquée / Développement et adoption de technologies / Essai et validation d'un prototype en laboratoire
- Prototypes, tests, démonstrations, projets pilotes, placement sur le marché
- Réseautage, études & conférences, communication, études pour de nouvelles infrastructures de recherche
- Réseaux de formation pour les chercheurs, Bourses individuelles pour les chercheurs expérimentés, Echange de personnels – mobilité pour les chercheurs et le personnel non scientifique
- Nuit des chercheurs européens et chercheurs dans les écoles 2024-2025",15,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/democratiser-le-monde-de-la-recherche-aupres-des-citoyens
EURATOM - Recherche et formation nucléaires,open,"L'appel à projet vise à soutenir la recherche dans le domaine nucléaire au sein de l'Union Européenne. Le budget est réparti entre différents sujets, allant de la sûreté des centrales nucléaires à l'innovation dans les domaines de la science et de la technologie nucléaires. Différentes catégories de projets sont éligibles, notamment la recherche basique et appliquée, le développement de technologies, les essais en laboratoire, les projets pilotes et les activités de R&D. Les bénéficiaires peuvent être des projets collaboratifs ou mono-bénéficiaires, ainsi que des individus recevant des bourses. Les détails des sujets et les critères d'éligibilité seront annoncés ultérieurement.",NA,08 November 2023,"- The project aims to support research in the nuclear field and make progress in demonstrating the processes of P&T (possibly referring to Plutonium and Thorium) in previous programs.
- The budget available for different topics ranges from 0.4 million to 10.59 million euros.
- The project should be directly related to a specific topic of a call for proposals within the Horizon Europe program.
- Different categories of projects are eligible, including RIA, IA, CSA, and MSCA.
- The expected beneficiaries can be collaborative projects, single-beneficiary projects, or individual fellowships.
- The project topics include the safety of nuclear power plants, advanced and innovative nuclear designs, co-financed European partnership for nuclear research, improvement of nuclear data, innovative technologies for decommissioning, safety of low enriched fuel for research reactors, nuclear techniques and radioprotection for strategic autonomy, and exploitation of innovation in nuclear science and technology.",0,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/soutenir-la-recherche-dans-le-domaine-nucleaire
Life - Transition énergétique propre,open,"Appel à projet visant à faciliter la transition vers une économie efficace sur le plan énergétique, basée sur les énergies renouvelables, neutre sur le plan climatique et résiliente. Objectifs incluent le soutien aux autorités locales et régionales dans l'élaboration de plans pour la transition énergétique, la mise en œuvre de textes législatifs dans le domaine de l'énergie durable, et l'augmentation des financements privés pour l'efficacité énergétique et les énergies renouvelables.",NA,16 November 2023,"- Facilitating the transition to an energy efficient economy based on renewable energy, climate-neutral, and resilient.
- Providing local and regional authorities with the necessary capacities, skills, and organizational structures to develop and implement plans and strategies for the transition to clean energy.
- Supporting the implementation of key legislative texts in the field of sustainable energy.
- Maximizing the use and valorization of EPREL data through innovative applications.
- Contributing to the implementation of current and future building policies, particularly in the perspective of the revised directive on the energy performance of buildings.
- Supporting the transition to clean energy and decarbonization of businesses by strengthening national and regional ecosystems for energy management systems and energy audits, and encouraging collaborative approaches between companies.
- Increasing the number of qualified building professionals at all levels of the design, operation, and maintenance of buildings.
- Complementing existing legislative and financial incentives at the European, national, and local levels and facilitating the large-scale deployment of high-quality heat pump installations.
- Enabling modernization and fuel switching by supporting investment plans and skills development.
- Increasing the amount of private financing allocated to energy efficiency and small-scale renewable energy sources by establishing innovative financing systems for sustainable energy investments and/or engaging with financial institutions to develop financial products and adapt their investment practices.
- Supporting the establishment or replication of one-stop shops offering integrated services for the transition to clean energy in buildings and businesses.
- Undertaking ambitious and large-scale investments in energy efficiency and renewable energy.
- Involving and empowering citizens in the transition to clean energy.
- Establishing and operating a ""European Facility for Energy Communities"" to provide financial support and appropriate support services for the initial stages of energy community projects in the EU.",99,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/faciliter-la-transition-vers-une-economie-efficace-sur-le-plan-energetique-basee-sur
Mettre en place des réseaux doctoraux,open,"La Commission européenne lance un appel à projets dans le cadre du programme Horizon Europe pour mettre en place des réseaux doctoraux. Ces réseaux doivent être constitués de partenariats entre universités, institutions de recherche, entreprises et autres acteurs socio-économiques de différents pays européens et d'ailleurs. Le montant alloué à cet appel à projets est de 434,80 millions d'euros. Les projets éligibles sont de différentes catégories, notamment la recherche basique et appliquée, le développement et l'adoption de technologies, les essais et la validation de prototypes en laboratoire. Les bénéficiaires attendus sont des projets collaboratifs ou mono-bénéficiaires, ainsi que des bourses individuelles.",NA,28 November 2023,"- Mettre en place des réseaux doctoraux
- Mettre en œuvre des programmes de doctorat
- Partenariats d'universités, d'institutions de recherche, d'infrastructures de recherche, d'entreprises et d'autres acteurs socio-économiques
- Impliquer différents pays d'Europe et d'ailleurs
- Financement de 434,80 millions d'euros
- Projets éligibles : RIA, IA, CSA, MSCA
- Bénéficiaires attendus : projets collaboratifs, projets mono-bénéficiaires, bourses individuelles",43480,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/mettre-en-place-des-reseaux-doctoraux
Projet d'établissement d'une solide base européenne d'innovation et de production photovoltaïque.,open,"Cet appel à projet vise à contribuer à l'établissement d'une solide base européenne d'innovation et de production photovoltaïque. Le budget est détaillé par topic et varie selon les sujets. Différentes catégories de projets sont éligibles, telles que la recherche basique et appliquée, le développement et l'adoption de technologies, les essais et validations en laboratoire, les prototypes, tests, démonstrations, projets pilotes et placements sur le marché. Les bénéficiaires peuvent être des projets collaboratifs avec un coordinateur et des partenaires, des projets mono-bénéficiaires impliquant une seule organisation ou des bourses individuelles pour les chercheurs. Les topics du projet comprennent des thématiques telles que la transmission et la distribution d'énergie, le développement de technologies de fixation du carbone, l'intégration d'outils logiciels avancés dans les systèmes, ou encore le développement d'équipements hydroélectriques.",NA,16 January 2024,"- Contribuer à l'établissement d'une solide base européenne d'innovation et de production photovoltaïque
- Appel à projet ouvert jusqu'au 16/01/2024
- Thématiques : Innovation, Transition énergétique
- Budget détaillé par topic disponible
- Différentes catégories de projets éligibles : RIA, IA, CSA, MSCA
- Bénéficiaires attendus : projets collaboratifs, projets mono-bénéficiaires, bourses individuelles
- Liste des topics disponibles dans le texte",NaN,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/contribuer-letablissement-dune-solide-base-europeenne-dinnovation-et-de-production
Développer des technologies innovantes pour l'exploration des matières premières critiques dans les gisements terrestres profonds dans l'UE et les pays tiers.,open,"L'appel à projet vise à développer des technologies innovantes pour l'exploration des matières premières critiques dans les gisements terrestres profonds dans l'UE et les pays tiers. Il s'inscrit dans le cadre du programme Horizon Europe et propose différents topics, tels que l'exploration des matières premières critiques, les technologies de traitement et de raffinage, les pôles d'innovation, la diligence raisonnable dans les chaînes d'approvisionnement, les technologies d'extraction et de traitement, le développement d'alternatives durables, et le soutien à la transition des PME. Le budget alloué à chaque topic varie. Les projets peuvent être de différentes catégories (RIA, IA, CSA, ACEM) et peuvent impliquer des partenariats ou des bénéficiaires individuels.",NA,07 February 2024,"- Develop innovative technologies for the exploration of critical raw materials in deep terrestrial deposits in the EU and third countries.
- The project should be linked to a theme of a specific call for proposals within Horizon Europe.
- Different categories of projects are eligible, including research and innovation actions, innovation actions, coordination and support actions, and Marie Skłodowska-Curie actions.
- The project can be collaborative, involving a coordinator and multiple partner organizations, or monobeneficiary, involving a single organization.
- The project should address specific topics related to critical raw materials exploration, processing and refining technologies, innovation hubs for rare earths and magnets, due diligence requirements in raw material supply chains, extraction and processing technologies for critical raw materials, development of safe and sustainable design alternatives, and support for the sustainable transition of SMEs.",0,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/developper-des-technologies-innovantes-pour-lexploration-des-matieres-premieres
Améliorer le fonctionnement des marchés du travail des pays européens,NA,"L'appel à projet vise à améliorer le fonctionnement des marchés du travail des pays européens en s'attaquant à l'inadéquation des compétences, à la segmentation du marché du travail et en promouvant l'intégration dans le marché du travail. Le budget est détaillé par topic et va de 3 millions d'euros à 10 millions d'euros par topic. Différentes catégories de projets sont éligibles, telles que les actions de recherche et d'innovation, les actions d'innovation, les actions de coordination et de soutien, ainsi que les actions Marie Skłodowska-Curie et les bourses ERC. Des recommandations politiques, le renforcement de l'équité économique et de la résilience des politiques actives du marché du travail, la minimisation des coûts et la maximisation des bénéfices de la création et de la destruction d'emplois, les services sociaux, le dialogue social, le déploiement de l'intelligence artificielle et des technologies connexes, les méthodologies de travail en équipe des chercheurs, la sensibilisation et l'expression artistique dans l'éducation et la formation, le rôle de l'économie sociale, l'éducation efficace et les transitions des jeunes vers le marché du travail, et l'évaluation et le renforcement de la complémentarité entre les nouvelles technologies et les compétences humaines sont quelques-uns des thèmes abordés dans les topics.",NA,NA,"- Improve the functioning of the labour markets in European countries
- Address skills mismatch and labour market segmentation
- Promote integration in the labour market
- Develop policy recommendations based on the socio-economic impacts of loneliness in Europe
- Strengthen economic equity and resilience of active labour market policies and combat high unemployment
- Minimize costs and maximize benefits of job creation and destruction
- Explore the economic and social impact and added value of social services
- Address the role of social economy in combating social exclusion, creating quality jobs, and promoting sustainability
- Improve effective education and transitions of young people into the labour market
- Evaluate and enhance complementarity between new technologies and human skills.",NaN,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/ameliorer-le-fonctionnement-des-marches-du-travail-des-pays-europeens
Horizon-CL2-2024-HERITAGE-01-01,open,"Horizon Europe is a funding program of the European Union that aims to support research and innovation in various fields. One of the topics under this program is focused on research and innovation in cultural heritage and the Cultural and Creative Industries. The goal is to increase understanding and visibility of the role that cultural innovation, incorporating the approach of the European New Bauhaus, can play in society. The budget for this specific topic is divided into different subtopics, with funding amounts ranging from 10 to 16 million euros. Various types of projects are eligible for funding, including research and innovation actions, innovation actions, coordination and support actions, and Marie Skłodowska-Curie Actions. The specific topics within this call for proposals are related to the New European Bauhaus, sustainable climate transition in cultural industries, leveraging digital transition for competitive European cultural industries, promoting European cultural heritage and arts, and strengthening European linguistic capital in the context of globalization.",NA,07 February 2024,"- The project must be related to research and innovation in cultural heritage and the Cultural and Creative Industries.
- The budget for the project varies depending on the specific topic chosen.
- Different types of projects are eligible, including Research and Innovation Actions, Innovation Actions, Coordination and Support Actions, and Marie Skłodowska-Curie Actions.
- The project can be collaborative with a consortium of partners or mono-beneficiary involving a single organization.
- The topics for the project are not specified in the text.
- The project must contribute to the understanding and visibility of the role of cultural innovation in the context of the new European Bauhaus approach.
- The project should focus on innovative solutions for more ecological and equitable lifestyles through arts, culture, architecture, and design, or it can address climate transition, digital transition in cultural and creative industries, promoting European cultural heritage and arts, or strengthening European linguistic capital in the era of globalization.",65,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/soutenir-la-recherche-et-linnovation-dans-le-patrimoine-culturel-et-les-industries
Rôle des identités et du sentiment d'appartenance dans les démocraties.,open,"Développer le rôle des identités et du sentiment d'appartenance dans les démocraties. Les appels à projets Horizon Europe visent à financiers des projets liés au développement des identités et du sentiment d'appartenance dans les démocraties. Différentes catégories de projets sont éligibles, telles que la recherche basique et appliquée, le développement et l'adoption de technologies, les essais et la validation de prototypes en laboratoire, les projets pilotes, etc. Les financements sont répartis sur plusieurs topics, tels que le Nouveau Bauhaus européen, les industries culturelles et créatives pour une transition climatique durable, la transition numérique pour les industries culturelles et créatives européennes, le patrimoine culturel et les arts européens pour promouvoir nos valeurs, et les stratégies pour renforcer le capital linguistique européen.",NA,07 February 2024,"- Develop the role of identities and a sense of belonging in democracies.
- Budget allocation for different topics.
- The project should be directly related to a specific topic within a call for proposals.
- Different types of projects are eligible, including research and innovation actions, innovation actions, coordination and support actions, and Marie Skłodowska-Curie Actions.
- The expected beneficiaries can be collaborative projects with a coordinator and partners, mono-beneficiary projects involving a single organization, or individual scholarships.
- Specific topics include the New European Bauhaus, cultural and creative industries for sustainable climate transition, leveraging digital transition for competitive European cultural and creative industries, European cultural heritage and arts to promote values within and outside EU borders, and strategies to strengthen European linguistic capital in the globalization era.",16131313,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/developper-le-role-des-identites-et-du-sentiment-dappartenance-dans-les-democraties
MSCA COFUND 2023,open,"L'appel à projet Horizon Europe - MSCA COFUND 2023 vise à approfondir et diversifier les aptitudes et compétences liées à la recherche et transférables. Le budget pour ce projet est de 96 569 millions d'euros. Différentes catégories de projets sont éligibles, notamment les Research and Innovation Actions, les Innovation Actions, les Coordination and Support Actions, ainsi que les Marie Skłodowska-Curie Actions et les Bourses ERC. Le projet peut être un projet collaboratif ou mono-bénéficiaire, ou il peut s'agir de bourses individuelles. Le topic précis n'est pas mentionné. Ce projet est financé par l'Union européenne dans le cadre du programme Horizon Europe.",NA,08 February 2024,"- Approfondir et diversifier les aptitudes et compétences liées à la recherche et transférables
- Budget pour le topic HORIZON-MSCA-2023-COFUND-01-01: 96 569 millions d'euros
- Différentes catégories de projets éligibles : RIA, IA, CSA, MSCA
- Projets collaboratifs et mono-bénéficiaires sont attendus, ainsi que des bourses individuelles
- Le topic précis n'est pas mentionné.",96569,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/approfondir-et-diversifier-lensemble-des-aptitudes-et-competences-liees-la-recherche
"Développer l'autonomie stratégique dans le déploiement et l'utilisation d'infrastructures, de services, d'applications et de données spatiales globales.",open,"L'appel à projet vise à développer l'autonomie stratégique dans le déploiement et l'utilisation d'infrastructures, de services, d'applications et de données spatiales globales. Il s'inscrit dans le cadre du programme Horizon Europe et a pour objectif d'améliorer le service Copernicus Land Monitoring, en particulier pour répondre aux exigences de la politique du Green Deal et aux besoins des utilisateurs, notamment ceux liés à la mission de l'UE ""Villes intelligentes et neutres sur le plan climatique"" et aux développements technologiques. Le budget alloué à cet appel à projet est détaillé par topic. Différentes catégories de projets sont éligibles, notamment les actions de recherche et d'innovation, les actions d'innovation, les actions de coordination et de soutien, ainsi que les actions Marie Skłodowska-Curie. Les bénéficiaires attendus sont soit des projets collaboratifs, soit des projets mono-bénéficiaires, soit des bourses individuelles.",NA,20 February 2024,"- Développer l'autonomie stratégique dans le déploiement et l'utilisation d'infrastructures, de services, d'applications et de données spatiales globales
- Améliorer la qualité et l'efficacité du service Copernicus Land Monitoring pour répondre aux exigences de la politique du Green Deal et/ou des utilisateurs
- Répondre aux exigences liées à la mission de l'UE : ""Villes intelligentes et neutres sur le plan climatique"" et aux développements technologiques
- Les projets peuvent inclure des activités de recherche basique et appliquée, de développement et adoption de technologies, d'essai et de validation d'un prototype en laboratoire
- Les projets peuvent inclure des prototypes, des tests, des démonstrations, des projets pilotes, des placements sur le marché
- Les projets peuvent inclure un volet limité aux activités de R&D
- Les projets peuvent inclure des activités de réseautage, des études & conférences, de la communication, des études pour de nouvelles infrastructures de recherche
- Les projets peuvent inclure des réseaux de formation pour les chercheurs, des bourses individuelles pour les chercheurs expérimentés, des échanges de personnels pour les chercheurs et le personnel non scientifique
- Les projets peuvent être réalisés par des projets collaboratifs composés d'un coordinateur et des partenaires, des projets mono-bénéficiaires impliquant une seule organisation, ou des bourses individuelles ouvertes à des personnes physiques en leur nom propre avec leur établissement de rattachement.",0,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/developper-lautonomie-strategique-dans-le-deploiement-et-lutilisation
"Promouvoir la production, la fourniture et la consommation sûre de sources alternatives de protéines.",open,"Promotion de la production, de la fourniture et de la consommation sûre de sources alternatives de protéines.",NA,22 February 2024,"- The project aims to promote the production, supply, and consumption of safe alternative protein sources.
- The project is part of the Horizon Europe program and specifically falls under the ""Fair, healthy and environmentally-friendly food systems from primary production to consumption, promoting the production, supply, and consumption of safe alternative protein sources"" topic.
- The project budget is divided into different topics, with varying amounts allocated to each topic.
- The project is open to different types of projects, including Research and Innovation Actions, Innovation Actions, Coordination and Support Actions, and Marie Skłodowska-Curie Actions/ERC Grants.
- The project is open to collaborative projects with a consortium of partners, single-beneficiary projects involving a single organization, and individual grants.
- The specific topics for the project include agro-pastoral/free-range farming systems and wildlife management, sustainable and healthy food products and processes, combating food fraud through research and innovation, the impact of climate change on food security, creating smart and appealing tools to improve the supply, consumption, and processing of healthy and sustainable food at home, using citizen science to transition towards sustainable food systems, the impact of new alternative protein-based foods, preventing and reducing food waste, harnessing the microbiome for flavor and texture in changing diets, EU-African Union cooperation on agroforestry management for climate change adaptation and mitigation, and EU-African Union cooperation towards climate-neutral, social, and equitable food systems.",NaN,NA,https://www.europe-en-france.gouv.fr//fr/appels-a-projet/promouvoir-la-production-la-fourniture-et-la-consommation-sure-de-sources
