name,status,description,start_date,end_date,requirements,funding,contact,url
"Measure 6.4.1. - ""Investment support for non-agricultural activities"" from The Strategy for community-led local development of ​​the ""LAG - Straldzha 2016""",NA,"The project is an information system for management and monitoring of EU funds in Bulgaria for the period 2014-2020. It includes procedures, file previews, e-procurement, and feedback. It aims to support investment in non-agricultural activities and promote local economic growth and development. The project is funded by the technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"1. Potential beneficiaries must be located within the territory of ""LLG - Straldja 2016"" in Bulgaria.
2. The procedure is aimed at increasing the growth of the local economy and supporting a functioning market environment.
3. Proposals submitted under the procedure should support the achievement of Specific Objective 3 - ""Diversification of Economic Activities of the Territory by Supporting the Creation of New and Extending Existing Micro-Enterprises"" by the SCMO.
4. The measure allows potential beneficiaries to realize their investment intentions in non-agricultural activities by the economy for the creation or modernization of micro-enterprises within the territory of the LAG - mainly the opening of small industries in the services and manufacturing industries.
5. The application period starts on August 14, 2023, at 17:00 and ends on October 3, 2023, at 17:00.
6. The application must be submitted through the following internet address: http://www.mig-straldzha.com/.
7. Various documents are required for information and application, as listed in the provided links.
8. The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/b03b070c-48a6-40ce-848b-ecd5b2f255cc
"MIG - TUNDZHA - MEASURE 4.1. ""INVESTMENT IN AGRICULTURAL HOLDINGS""",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"1. Modernization of agricultural holdings through restructuring and development of available material capacities on the holdings and the acquisition of new assets.
2. Improving the overall productivity of agricultural holdings and increasing their competitiveness.
3. Encouraging cooperation between farmers to make collective investments.
4. Protection of environmental components.
5. Increasing competitiveness and improving the market position of agricultural holdings through their modernization.
6. Development of a competitive, innovative, and environmentally friendly economy.
7. Meeting the application time limits for submission.
8. Compliance with the procedural documents and requirements.
9. Submission of the necessary documents for information and application.
10. Meeting the conditions for application and execution.
11. Engaging with the online information system for management and monitoring.
12. Electronic reporting of beneficiaries via UMIS 2020.
13. Compliance with the administrative and eligibility evaluation.
14. Completion of the technical and financial evaluation.
15. Accessing and utilizing the European Commission portal for EU structural funds in Bulgaria.
16. Familiarity with normative documents for the period 2014-2020.
17. Understanding the glossary of terms and abbreviations in the system.
18. Adhering to the accessibility policy on the site.
19. Following the guidelines for working with the system.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/8e6e9833-5e48-45b3-a2c5-8453e529fd4d
Information System for Management and Monitoring of EU funds in Bulgaria 2020,NA,The project is funded by The technical assistance fund.,NA,NA,"- The purpose of the measure is to support the development of tourism on the territory of the Lyaskovets-Strazitsa MIG.
- The application time limits for this measure are from 22.05.2023 00:01 to 25.10.2023 17:00.
- The next application period, if there are remaining resources, will start on 05.01.2024 and the deadline for project proposals will be 30.04.2024 17:30.
- There are various documents required for information and application, including documents for filling out, execution, information, and conditions for implementation.
- There will be evaluations of administrative compliance and eligibility, as well as technical and financial evaluations.
- The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/c06a3a58-16da-4c05-bf1c-9af0bc839ad6
"MIG Vazhod - Vetrino, Valchi dol, Provadia - Measure 4.1 Investments in agricultural holdings",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"The requirements for the project on MIG Vazhod - Vetrino, Valchi dol, Provadia - Measure 4.1 Investments in agricultural holdings are as follows:

1. Projects should contribute to the development and modernization of agricultural holdings.
2. Projects should encourage the development of local products.
3. Projects should aim to increase the competitiveness of agriculture in the MIG Vazhod - Vetrino, Valchi dol, Provadia territory.

Please note that these requirements are extracted from the given text and may not be exhaustive.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/9b088b6f-7d72-4c7b-9f8d-4c640014782c
"LAG Brezovo, Bratya Daskalovi",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"The requirements of the project include:

1. Development of the competitiveness of the economy in the region of LAG Brezovo, Bratya Daskalovi.
2. Fostering of investment activities, creation of employment, and diversification of non-agricultural activities in the region of LAG Brezovo, Brothers Daskalovi.
3. Development of tourism that combines natural and cultural values of the LAG Brezovo, Brothers Daskalovi.
4. Improving access to quality services.

Additionally, the project has application time limits, with the start on 01.09.2023 09:00 and the deadline on 02.10.2023 17:00. The project also provides various documents for information and application, as well as evaluation tables for administrative compliance and eligibility, and technical and financial evaluation.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/87f1b4bb-3e36-47bc-8b92-0798058c1c57
"LAG Kirkovo-Zlatograd-Measure 4.1 ""Support for investments in agricultural holdings""",NA,"The project is titled ""LAG Kirkovo-Zlatograd-Measure 4.1: Support for investments in agricultural holdings"" and its main goal is to increase the competitiveness of agriculture in the Municipality of Kirkovo and Zlatograd Municipality in Bulgaria. This will be achieved through the promotion of new technologies, modernization of physical capital, protection of the environment, compliance with EU standards, and promotion of cooperation between farmers. The application time limits are from June 1, 2023, to July 31, 2023, with a second deadline from September 1, 2023, to October 31, 2023, if there is a remaining budget. The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"1. The main goal of the project is to increase the competitiveness of agriculture in the Municipality of Kirkovo and Zlatograd Municipality and develop the available material capacities in the farms.
2. The specific objectives of the project include promoting the introduction of new technologies in production and modernization of physical capital, protecting environmental components, complying with European Union standards, and promoting cooperation between farmers.
3. The application time limits are from 01.06.2023 10:00 to 31.07.2023 17:00. 
4. There is an additional deadline for application from 01.09.2023 10:00 to 31.10.2023 17:00, within the remaining budget.
5. The second deadline for application is announced within the remaining budget after the first deadline, with a total amount of 153,118.80 BGN.
6. The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/be4fb80a-c2f5-4525-a2d9-9caabe1a8bbc
"The project is named ""LAG Kirkovo-Zlatograd-Measure 4.2 Support for investment in the processing, marketing and / or development of agricultural products.""",NA,"The project is for the LAG Kirkovo-Zlatograd in Bulgaria and aims to support investments in the processing, supply, and development of agricultural products in the municipalities. The specific objectives include improving the efficiency and competitiveness of food processing companies, introducing new products and technologies, improving food quality and safety, achieving compliance with EU standards, and improving environmental protection. The application time limits are from 01.06.2023 to 31.07.2023, with a second deadline from 01.09.2023 to 31.10.2023 if there is remaining budget. The project is funded by the technical assistance fund, financed by the EEA and the Norwegian financial mechanism.",NA,NA,"1. Support for investment in the processing, marketing, and/or development of agricultural products.
2. Improving the activity, economic efficiency, and competitiveness of food processing companies and enterprises.
3. Better use of factors of production.
4. Introduction of new products, processes, and technologies, including short supply chains.
5. Improving the quality and safety of food and its traceability.
6. Achieving compliance with European Union standards.
7. Improving environmental protection.
8. Application time limits: Start - 01.06.2023 10:00, Deadline - 31.07.2023 17:00.
9. Additional information on deadline: A second application period is available from 01.09.2023 to 31.10.2023 within the remaining budget.
10. The second application period has a budget of 146,071.00 BGN.
11. Internet address for application: https://www.mig-kirkovo-zlatograd.com/index.php/priem-na-proekti.
12. Required documents for the application: Announcement, Conditions for application, Documents for completion, Conditions for execution, Applications, Evaluation tables.
13. The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/c982e173-728b-4c62-b6a7-43593e3be87e
"The name of the project is ""LAG Avren-Beloslav 19.2/4.1 ""Investments in agricultural holdings"".""",NA,The project is funded by The technical assistance fund.,NA,NA,"1. The grant awarded under the procedure must contribute to the achievement of the main objective of the Strategy for the CLLD of the NGO ""LAG Avren-Beloslav"": Sustainable development of the local economy based on its own potential and territorial identity, promotion of innovation activity, stimulation of growth and employment for a better quality of life.
2. Start: 17.08.2023 00:00
3. Deadline: 17.10.2023 17:00
4. Internet address: http://mig-avren-beloslav.com
5. Documents for information and application:
   a. Обява (Announcement)
   b. Условия за кандидатстване (Conditions for application)
   c. Приложения към условията за кандидатстване (Annexes to the conditions for application)
   d. Условия за изпълнение (Conditions for implementation)
   e. Приложения към условията за изпълнение (Annexes to the conditions for implementation)
   f. Evaluation tables
   g. Evaluation of administrative compliance and eligibility
   h. Technical and financial evaluation
6. Information about the implementation and progress of operational programs with UMIS 2020
7. Normative documents for the period 2014 - 2020
8. EU structural Funds in Bulgaria
9. European Commission portal
10. EUMIS 2007 - 2013
11. Glossary of terms and abbreviations in the system
12. Guide to working with the system
13. Accessibility Policy on the site
14. The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021",0,"Contact information: 

- NGO ""LAG Avren-Beloslav"" 
- Internet address: http://mig-avren-beloslav.com",https://eumis2020.government.bg//en/s/Procedure/Info/cfa34d59-b23b-4106-bf74-24f219115eeb
"Measure 4 - ""Support for investments in the creation, improvement or expansion of all small scale public infrastructure, including investments in renewable energy and energy saving"" from the strategy for community-led local development of the LAG - Lyubimets - Ivaylovgrad.",NA,"The project is the Information System for Management and Monitoring of EU Funds in Bulgaria 2020. It is aimed at managing and monitoring the European Union funds in Bulgaria for the period 2014-2020. The system provides support for various grant procedures, including investments in small scale public infrastructure, renewable energy, and energy saving. The project is funded by the European Agricultural Fund for Rural Development through sub-Measure 19.2. Its purpose is to improve the attractiveness and quality of life in the municipalities of Lyubimets and Ivaylovgrad through sustainable development, business opportunities, employment, preservation of natural resources, and the development of accessible and modern infrastructure. The project also aims to improve small scale public infrastructure, the appearance of towns and villages, and expand basic services for leisure, sports, and culture. The application deadline for the grant is September 20, 2023, and additional deadlines may be announced depending on the availability of the budget. The project is part of the Rural Development Program for 2014-2020 and is supported by the European Agricultural Fund for Rural Development.",NA,NA,"1. The procedure is open for applications.
2. The deadline for applications is September 20, 2023, at 17:00.
3. There are multiple deadlines for application submission: first deadline on September 20, 2023; second deadline on December 20, 2023; third deadline on March 20, 2024. The second and third deadlines will be announced if there is available budget for the procedure, with a minimum application submission period of 30 days.
4. The purpose of the grant is to improve the attractiveness and quality of life in the municipalities of Lyubimets and Ivaylovgrad by developing a competitive agricultural sector, promoting business development, preserving natural resources, and building modern infrastructure.
5. The expected results of the grant are to improve small scale public infrastructure, improve the appearance of towns and villages in the area, and expand basic services related to leisure, sports, and culture.
6. The project is funded by the European Agricultural Fund for Rural Development through sub-Measure 19.2 ""Implementation of Operations within the Community-led local development"" of the measure 19 ""Community-led local development"" from the 2014-2020 Rural Development Program.
7. Applicants must comply with the stated conditions and provide the necessary documentation as outlined in the procedural documents.
8. The application must be submitted electronically via the provided internet address: http://mig.lyubimets.org/.
9. The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.
10. The information system used for management and monitoring of EU funds is called UMIS 2020.
11. Beneficiaries are required to report electronically on the implementation and progress of operational programs using UMIS 2020.
12. Normative documents for the period 2014-2020 are available for reference.
13. More information and guidance on working with the system can be found in the provided guide.
14. The system is accessible to users and adheres to an accessibility policy.
15. The European Commission portal and EUMIS 2007-2013 are additional resources related to EU structural funds in Bulgaria.
16. A glossary of terms and abbreviations used in the system is available for reference.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/898844f0-0316-46c5-82c7-a8c3b0d5eb00
"The name of the project is ""LAG Pavlikeni-Polski Trambesh: 7.2. 'Investment in the creation, improvement or expansion of all types of small scale infrastructure'"".",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- The project is funded by the technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.
- The project aims to improve public, social, and educational infrastructure and the living environment of settlements on the territory of the LAG.
- The deadline for application is 12.09.2023 at 17:00.
- The project is focused on the creation, improvement, or expansion of all types of small-scale infrastructure.
- The project requires the submission of specific documents for information and application, as well as evaluation tables for administrative compliance, eligibility, and technical and financial evaluation.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/886aaea4-36cd-4c3c-938a-8fd0c1c61754
Preservation and development of local identity and valorization of the local cultural and natural heritage on the territory of LAG Kuklen - Asenovgrad.,NA,"The project is about the preservation and development of local identity and valorization of the local cultural and natural heritage on the territory of LAG Kuklen - Asenovgrad. It aims to integrate these local identities and cultural heritage into the development of tourism through effective marketing, promotion, and advertising. The expected results include strengthening the local identity and culture, restoring and enriching the local tangible and non-tangible cultural heritage, and promoting the traditions of different ethnicities. The application deadline is 15.10.2023 17:00.",NA,NA,"- Preservation and development of local identities / cultural heritage
- Integrating local cultural and natural heritage into the development of tourism
- Effective marketing, promotion, and advertising of local cultural and natural heritage
- Strengthening ties and uniting local residents of different generations and ethnicities
- Restoring and enriching local tangible and intangible cultural heritage
- Overcoming negative stereotypes by promoting the traditions of different ethnicities
- Preservation, enlivening, and presentation of the cultural and historical heritage of the community",21,NA,https://eumis2020.government.bg//en/s/Procedure/Info/5b588bda-88a2-4d57-a438-a5f0cad56432
"""LAG Brezovo, Bratya Daskalovi"" Sub-measure 4.1. ""Investments in agricultural holdings""",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Start date for application: 01.09.2023 09:00
- Deadline for application: 02.10.2023 17:00
- Internet address for application: http://mig.brezovo.bg
- Required documents for information and application: 
   - Performance conditions 4.1
   - Documents to the performance conditions 4.1
   - Documents for completion of the application conditions 4.1
   - Documents for information to the application conditions 4.1
   - Application conditions 4.1
   - Announcement for project selection under Measure 4.1
- Evaluation tables for administrative compliance and eligibility
- Technical and financial evaluation",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/82cbebe1-7431-495e-b876-e0e15269fd9e
"""LAG -Nova Zagora 7.2"" Investments in Creating, Enhancing or Enhancing All Small-Scale Infrastructure",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Investments to improve public infrastructure and the physical environment in various sectors.
- Application time limits: Start on 24.07.2023 at 08:00, Deadline on 29.09.2023 at 16:30.
- Additional deadline: If there is budget remaining, the second deadline for project proposals is on 22.12.2023.
- Documents required for information and application include announcement, application conditions, documents related to application conditions, execution conditions, and documents related to execution conditions.
- Evaluation tables for administrative compliance, eligibility, technical evaluation, and financial evaluation.
- The project is funded by the technical assistance fund from the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,"Contact information: 
- Name: LAG -Nova Zagora
- Website: http://www.mig-novazagora.org
- Email: Not provided
- Phone: Not provided",https://eumis2020.government.bg//en/s/Procedure/Info/2b4cf52d-fc46-4c98-907c-90e2e179fdcc
"The project name is ""Creation of local tourism products related to the local heritage, products and food.""",NA,The project is funded by the technical assistance fund of the EEA and the Norwegian financial mechanism 2014-2021.,NA,NA,"The requirements for the project are as follows:

- Creation of a new local tourist product that combines local cultural heritage, local products, and food.
- Application time limits: Start - 01.08.2023 10:00, Deadline - 31.08.2023 17:00.
- Additional information on deadline: Second deadline with remaining resource of 33,633.34 BGN. Initial date for submitting project proposals is 01.09.2023, and the deadline for submission is 17:00 on 01.10.2023.
- Internet address for more information: http://www.migbg.org.
- Documents required for information and application include: Conditions for application, Documents related to the conditions for application, Documents for information related to the conditions for application, Conditions for execution, Documents related to the conditions for execution, Announcement for submission of project proposals, Conditions for application for the second deadline, Announcement for submission of project proposals for the second deadline.
- Evaluation tables for administrative compliance, eligibility, technical evaluation, and financial evaluation.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/a6c1297c-4434-43cc-961c-c63580072b4f
"The name of the project is ""LAG Novi pazar - Kaspichan, MEASURE 6.4.1 ""INVESTMENT IN SUPPORT OF NON-AGRICULTURAL ACTIVITIES""""",NA,"The project is about the management and monitoring of EU funds in Bulgaria for the period 2020. It aims to achieve sustainable economic development and create new job opportunities. The project includes investment in support of non-agricultural activities through grants for tangible and intangible investments. The application deadline is September 30, 2023. The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Achieving sustainable economic development of the territory and creating new workplaces.
- The measure grants grants for tangible and intangible investments of farmers or micro-enterprises for the creation or development of non-agricultural activities.
- The application time limits are from 15.08.2023 10:00 to 30.09.2023 17:00.
- There is a second deadline if there is remaining financial resources, starting from 01.10.2023 and ending at 17:00 on 31.10.2023.
- The internet address for more information is http://www.migbg.org.
- Documents for information and application include conditions for application, documents related to the conditions for application, conditions for execution, documents related to the conditions for execution, announcement for project proposals, evaluation tables, and evaluation of administrative compliance and eligibility.
- The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/c0d22000-efa1-45d0-9fe8-8ec0d78d7d67
"The name of the project is ""Support for investments in agricultural holdings"" LAG Novi Pazar - Kaspichan.",NA,"The project aims to improve the efficiency of agricultural holdings in competing industries through restructuring and development of material capacities, promoting new technologies and modernization of physical capital, preserving environmental components, complying with EU standards, and promoting cooperation between farmers. The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Improving the efficiency of agricultural holdings in competing industries 
- Restructuring and development of the available material capacities in the farms 
- Promoting the introduction of new technologies in the production and modernization of physical capital 
- Preservation of the environmental components 
- Complying with the European Union (EU) standards and improving the conditions on farms 
- Promoting cooperation between farmers",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/6a04a516-bb5f-47e0-ab33-c7803c6ef5b8
"LAG-Municipality of Maritsa - Measure M4.1 ""Investments in agricultural holdings""",NA,"The project is focused on increasing the competitiveness of agriculture in the LAG-Municipality of Maritsa through various measures including restructuring and development of farms, introduction of new products and technologies, protection of the environment, cooperation with agricultural producers and processors, improvement of working conditions and hygiene standards, and improvement of the quality of agricultural products. The application time limits for this project are from 04.09.2023 10:00 to 04.10.2023 17:00.",NA,NA,"1. Restructuring and development of material capacities in farms.
2. Introduction of new products, processes, and technologies in agricultural holdings.
3. Protection of the environment and improvement of energy efficiency on farms.
4. Compliance with European Union (EU) standards and improvement of conditions in agricultural holdings.
5. Promotion of cooperation with producers and processors of agricultural products.
6. Improvement of working conditions and hygienic, veterinary, phytosanitary, ecological, and other conditions of production.
7. Improvement of the quality of agricultural products and promotion of the production of organic agricultural products.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/b0f4ccfd-ea5e-4666-b841-316a9999da5d
"The name of the project is ""LAG Balchik - General Toshevo - Measure 6.4. Investment support for non-agricultural activities.""",NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Promoting employment and creating quality jobs and maintaining existing jobs
- Encouraging the start-up and development of non-agricultural activities in rural areas
- Investing in non-agricultural activities",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/2fcc6bd6-ede6-40e2-8d63-31e033715135
NA,NA,NA,NA,NA,NA,NA,NA,NA
"The name of the project is ""Fishing ports, landing piers, fish markets and boat docks"".",NA,"The project is to modernize existing fishing ports, landing piers, fish markets, and marinas in Bulgaria. It aims to increase energy efficiency, protect the environment, improve product quality, and enhance safety and working conditions for fishermen. The application deadline is October 31, 2023. The project is funded by the technical assistance fund of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Modernize existing fishing ports, landing piers, fish markets, and marinas
- Increase energy efficiency in fishing ports, landing piers, fish markets, and marinas
- Contribute to the protection of the environment
- Increase the quality of products landed on land
- Improve the safety and working conditions of fishermen",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/f58a4a99-a4d6-4d5d-a5d8-7ebd4d125dd1
INFORMATION SYSTEM FOR MANAGEMENT AND MONITORING,NA,"The project is an information system for management and monitoring of EU funds in Bulgaria for the period 2014-2020. It aims to enhance institutional capacity and the efficiency of public administration in monitoring, control, and enforcement without increasing the administrative burden. The project is funded by the technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"The requirements for the project are as follows:

1. The project must contribute to achieving specific objective 2, which is to provide support to monitoring, control, and enforcement, enhancing institutional capacity and efficiency of public administration without increasing the administrative burden.

2. The application for the project must be submitted within the specified time limits, starting on 25.07.2017 at 12:08 and ending on 30.09.2023 at 17:00.

3. The project must comply with the conditions for application and execution as specified in the documents provided.

4. The project must undergo evaluation of administrative compliance and eligibility, as well as technical and financial evaluation.

5. The project must be reported electronically via UMIS 2020, which is the Information System for Management and Monitoring.

6. The project must adhere to the normative documents for the period 2014-2020.

7. The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/756033d7-198f-44b2-9e17-b4da5365178d
Data collection within the framework of the fisheries National Data Collection Programme 2014-2016,NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- The project is aimed at supporting the collection, managing, and utilization of primary biological, technical, ecological, and socio-economic data within the framework of the fisheries National Data Collection Programme 2017-2019.
- The project provides an opportunity for assessment of the current state of exploited maritime biological resources, the amount of fishing and its influence on maritime biological resources and maritime ecosystems, and the social-economic performance of the Fisheries sector, the Aquaculture sector, and the Processing sector within and outside the European Union.
- The application deadline is 30.11.2023 17:00.
- The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/285021ba-5a16-43e7-87f7-55aebfa74ca9
INFORMATION SYSTEM FOR MANAGEMENT AND MONITORING,NA,"The project is for the management and monitoring of EU funds in Bulgaria for the period 2014-2020. It aims to enhance administrative capacity, provide information and publicity about the objectives of the program, support the closure of the previous operational program for the development of the fisheries sector, and prepare for the programming period 2021-2027. The project is funded by the technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"The requirements of the project are:

1. Ensure the programming, implementation, monitoring, control and evaluation activities of the MFP 2014-2020, including their material and technical provision.
2. Enhance the administrative capacity of the bodies involved in the implementation and conduct of audit activities under the MFP2014-2020 for effective and efficient management of the Program.
3. Provide information and broad publicity about the objectives and capabilities of the MFP 2014-2020 and the positive role of the EU in the process of building an efficient and competent administration.
4. Provide support for the activities related to the closure of the Operational Program for the Development of the Fisheries Sector 2007 - 2013 (OPDFS).
5. Provide support for the activities related to the preparation of the programming period 2021-2027.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/2292151c-1f0e-42dd-9cc4-f8b12d574bfd
INFORMATION SYSTEM FOR MANAGEMENT AND MONITORING,NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"1. Increase the administrative capacity of the MA of the MAP 2014-2020 for effective and efficient management of the Program
2. Submit application within the given time limits (Start: 31.03.2022 09:45, Deadline: 20.12.2023 17:30)
3. Access the Internet address: https://www.eufunds.bg/bg/pmdr for more information and application documents
4. Meet the conditions for application as outlined in the ""Условия за канидатстване"" document
5. Review and understand the ""Покана"" document
6. Review and understand the attachments to the ""Условия за кандидатстване"" document
7. Review and understand the ""Изменени Условия за кандидатстване"" and ""Заповед за изменение"" documents
8. Submit evaluation tables, including administrative compliance and eligibility, as well as technical and financial evaluation
9. Ensure electronic reporting of beneficiaries via UMIS 2020
10. Familiarize yourself with normative documents for the period 2014-2020
11. Explore EU structural funds in Bulgaria
12. Visit the European Commission portal for more information
13. Refer to EUMIS 2007-2013 for additional resources
14. Familiarize yourself with the glossary of terms and abbreviations in the system
15. Follow the guide to working with the system
16. Adhere to the accessibility policy on the site
17. Understand that the project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,https://eumis2020.government.bg//en/s/Procedure/Info/c5227f4e-65f0-4c06-9b7f-5a7241f6b4b1
INFORMATION SYSTEM FOR MANAGEMENT AND MONITORING 2020,NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"The requirements of the project are as follows:

- To ensure the activities of programming, implementation, monitoring, control, and evaluation of PMDR.
- To increase the administrative capacity of the bodies involved in the implementation and performance of audit activities under PMDR for effective and efficient management of the Program.
- Electronic reporting of beneficiaries via UMIS 2020.
- Information about the implementation and progress of operational programs with UMIS 2020.
- Normative documents for the period 2014 - 2020.
- EU structural Funds in Bulgaria.
- European Commission portal.
- EUMIS 2007 - 2013.
- Glossary of terms and abbreviations in the system.
- Guide to working with the system.
- Accessibility Policy on the site.
- The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/bda70ea1-427a-42c2-ad79-35f95b5df912
"Development of railway infrastructure along the “core” and ""comprehensive"" Trans-European Transport Network - Infrastructure projects",NA,"The project is to develop railway infrastructure along the ""core"" and ""comprehensive"" Trans-European Transport Network in Bulgaria. The project includes construction, modernization, rehabilitation, electrification, and establishment of signalling and telecommunication systems of railway sections. The application deadline for this project is December 31, 2023. More information and application documents can be found on the internet address provided. The project is funded by the technical assistance fund of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Development of railway infrastructure along the “core” and ""comprehensive"" Trans-European Transport Network
- Construction, modernization, rehabilitation, electrification, and establishment of signalling and telecommunication systems of railway sections
- Start: 01.09.2015 14:20
- Deadline: 31.12.2023 07:00.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/4d94e97e-91ad-4081-b14b-276ef46c4df3
"Development of railway infrastructure along the “core” and ""comprehensive"" Trans-European Transport Network - Technical assistance",NA,"The project is for the development of railway infrastructure along the ""core"" and ""comprehensive"" Trans-European Transport Network in Bulgaria. The deadline for applications is 31.12.2023. The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"- Development of railway infrastructure along the “core” and ""comprehensive"" Trans-European Transport Network
- Technical assistance measures for preparation/completion of preparation of investment railway projects
- Application time limits: Start: 01.09.2015 14:33, Deadline: 31.12.2023 07:00",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/2512a094-df7a-4149-ac92-c4ae5b530fb0
Development of road infrastructure along the „core” and “comprehensive” TEN-T - infrastrucrure projects,NA,"The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",NA,NA,"The requirements of the project are as follows:
- Development of road infrastructure along the „core” and “comprehensive” TEN-T - infrastrucrure projects
- Construction and modernisation of sections of the “core” TEN-T road infrastructure
- Technical assistance for preparation of projects along the “core” and “comprehensive” Trans-European Transport Network
- Application time limits: Start - 01.09.2015 14:33, Deadline - 31.12.2023 07:00",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/b0f018f9-7cf9-4535-ac70-321fa9176f95
Development of road infrastructure along the „core” and “comprehensive” TEN-T - Technical assistance,NA,The project is funded by the technical assistance fund and financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.,NA,NA,"- Development of road infrastructure along the ""core"" and ""comprehensive"" TEN-T
- Technical assistance measures for preparation/completion of investment road projects along the ""core"" and ""comprehensive"" Trans-European Transport Network
- Start date: 01.09.2015
- Deadline: 31.12.2023
- Required documents: Guidelines for the procedure, attachments to the guidelines, evaluation tables, complex evaluation
- The project is funded by The technical assistance fund, financed by the financial mechanism of the EEA and the Norwegian financial mechanism 2014-2021.",0,NA,https://eumis2020.government.bg//en/s/Procedure/Info/b34fbe3a-2fc7-4b27-9b01-bdca753d85c6
